year,odometer,condition,transmission,state,price
2013.0,87900.0,excellent,automatic,co,9770
2018.0,76965.0,,automatic,co,15494
2014.0,88370.0,,automatic,co,12195
2003.0,182730.0,,manual,co,2200
2008.0,139898.0,excellent,automatic,co,6488
2015.0,107324.0,,automatic,co,11337
2014.0,89111.0,,automatic,co,11999
2012.0,80814.0,,automatic,co,9350
1999.0,200000.0,good,manual,co,1500
2007.0,161000.0,excellent,automatic,co,6000
2012.0,101771.0,,automatic,co,8952
2013.0,124318.0,,automatic,co,9999
2018.0,38052.0,,manual,co,19998
2018.0,17745.0,good,other,co,37590
2001.0,143236.0,fair,manual,co,1550
2011.0,166485.0,good,automatic,co,5800
2012.0,47500.0,excellent,automatic,co,12500
2005.0,148000.0,excellent,automatic,co,4495
2008.0,238460.0,excellent,automatic,co,4350
2018.0,8487.0,,automatic,co,21999
2007.0,107828.0,,automatic,co,7952
2017.0,44103.0,,manual,co,22421
2010.0,60050.0,,automatic,co,9399
2015.0,32385.0,good,other,co,17990
2013.0,136944.0,,manual,co,13995
2014.0,89111.0,,automatic,co,11999
2012.0,163000.0,,automatic,co,8450
1997.0,235000.0,good,automatic,co,2000
2018.0,41522.0,good,automatic,co,20619
2016.0,8927.0,good,other,co,18590
2017.0,57112.0,,automatic,co,16999
2007.0,81424.0,excellent,automatic,co,7995
2012.0,100612.0,,automatic,co,10650
2012.0,96078.0,,automatic,co,7699
2020.0,2615.0,good,other,co,22590
2009.0,115587.0,excellent,automatic,co,7995
2016.0,72629.0,,automatic,co,17495
2007.0,158843.0,,automatic,co,6000
2009.0,155182.0,,automatic,co,6334
2010.0,60050.0,,automatic,co,9399
2011.0,104268.0,,automatic,co,7634
2011.0,169081.0,,automatic,co,6334
2012.0,131350.0,,automatic,co,7399
2019.0,8531.0,,automatic,co,20000
2001.0,43000.0,good,automatic,co,5000
2013.0,158208.0,excellent,automatic,co,8999
2000.0,155737.0,,manual,co,2995
2016.0,8927.0,good,other,co,18590
1996.0,200000.0,fair,manual,co,1234
2000.0,155737.0,,manual,co,2995
2017.0,31059.0,,automatic,co,16494
2009.0,168095.0,,other,co,0
2013.0,140793.0,,automatic,co,9493
2019.0,13417.0,,automatic,co,17699
1996.0,196000.0,,manual,co,2100
2003.0,150000.0,,automatic,co,4000
2005.0,208000.0,fair,automatic,co,4000
1993.0,237000.0,good,manual,co,3000
2016.0,64880.0,,automatic,co,14995
2015.0,75000.0,excellent,automatic,ct,12695
2010.0,157000.0,new,automatic,ct,5495
2004.0,200000.0,good,automatic,ct,2900
2013.0,103255.0,excellent,automatic,ct,8900
1980.0,52000.0,fair,manual,ct,3500
2010.0,157000.0,new,automatic,ct,5495
2013.0,103255.0,excellent,automatic,ct,8900
2010.0,157000.0,new,automatic,ct,5495
2007.0,200000.0,good,automatic,ct,3300
2010.0,90013.0,,automatic,ct,8900
2017.0,33907.0,,automatic,ct,17250
2013.0,103255.0,excellent,automatic,ct,8900
2018.0,39082.0,good,other,ct,22990
2008.0,179981.0,good,automatic,ct,4250
2011.0,140151.0,,automatic,ct,5700
2011.0,98000.0,,automatic,ct,7800
2012.0,122412.0,excellent,automatic,ct,5595
2008.0,159000.0,,automatic,ct,4300
2012.0,226000.0,like new,automatic,ct,4400
2012.0,219000.0,like new,automatic,ct,4999
2000.0,177751.0,fair,automatic,ct,1000
2006.0,153901.0,,automatic,ct,4995
2004.0,150600.0,excellent,manual,ct,3250
2008.0,125000.0,,automatic,ct,5600
1999.0,43000.0,,automatic,ct,3499
2019.0,25067.0,good,other,ct,25990
2005.0,136000.0,excellent,automatic,ct,4950
2008.0,140000.0,excellent,automatic,ct,5950
2011.0,98000.0,,automatic,ct,7800
2018.0,40831.0,good,other,ct,35990
2006.0,153901.0,,automatic,ct,4995
2008.0,166000.0,excellent,automatic,ct,5499
2011.0,98000.0,,automatic,ct,7800
2012.0,155000.0,excellent,automatic,ct,5500
2006.0,153901.0,,automatic,ct,4995
2020.0,307.0,good,other,ct,24990
2018.0,35931.0,good,other,ct,19590
2004.0,181292.0,good,manual,ct,3200
2006.0,153901.0,,automatic,ct,4995
2010.0,198485.0,excellent,automatic,ct,4399
2004.0,187956.0,,automatic,ct,2795
2012.0,138000.0,,automatic,ct,6200
2006.0,153901.0,,automatic,ct,4995
2007.0,164000.0,excellent,automatic,ct,4999
2009.0,93000.0,,manual,ct,6500
2013.0,140275.0,good,automatic,ct,8699
2019.0,37507.0,excellent,automatic,ct,12900
2007.0,200000.0,excellent,automatic,ct,3300
2008.0,223215.0,,automatic,ct,2488
2009.0,83610.0,excellent,automatic,ct,6998
2008.0,158000.0,,automatic,ct,4500
2006.0,153901.0,,automatic,ct,4995
2010.0,130000.0,like new,automatic,ct,4995
2006.0,153901.0,,automatic,ct,4995
2006.0,153901.0,,automatic,ct,4995
2008.0,223215.0,,automatic,ct,2988
2006.0,153901.0,,automatic,ct,4995
2006.0,153901.0,,automatic,ct,4995
2014.0,103191.0,excellent,automatic,ct,12499
2012.0,122412.0,excellent,automatic,ct,5595
2006.0,153901.0,,automatic,ct,4995
2010.0,130000.0,like new,automatic,ct,4995
2012.0,91502.0,like new,automatic,ct,7950
2011.0,125918.0,,automatic,ct,6900
1996.0,170463.0,,automatic,ct,1700
2016.0,30000.0,,automatic,ct,10000
2012.0,85197.0,,automatic,ct,9450
2008.0,117243.0,excellent,automatic,ct,6795
2019.0,25067.0,good,other,ct,25990
2002.0,93000.0,good,automatic,ct,1800
2004.0,200000.0,fair,automatic,ct,1900
2018.0,40831.0,good,other,ct,35990
2017.0,6000.0,,automatic,ct,17500
2013.0,103255.0,excellent,automatic,ct,8900
2008.0,89694.0,excellent,automatic,ct,6795
2013.0,160723.0,excellent,automatic,ct,7995
2020.0,307.0,good,other,ct,24990
2018.0,28942.0,good,other,ct,18590
2018.0,29840.0,good,other,ct,18590
2020.0,7209.0,good,other,ct,27990
2003.0,119000.0,,automatic,ct,4650
2015.0,83868.0,like new,automatic,ct,0
2007.0,150000.0,like new,automatic,ct,7000
2002.0,12.0,good,automatic,ct,3500
2013.0,134247.0,good,automatic,ct,9599
2008.0,112000.0,,automatic,ct,7500
2008.0,117243.0,excellent,automatic,ct,6795
2007.0,200000.0,good,automatic,ct,3300
2011.0,140151.0,,automatic,ct,5700
2008.0,83000.0,excellent,automatic,ct,7000
2007.0,162000.0,good,automatic,ct,4250
2016.0,95900.0,,automatic,ct,9995
1999.0,240000.0,salvage,manual,ct,850
2008.0,89694.0,excellent,automatic,ct,6795
2010.0,90013.0,,automatic,ct,8900
2017.0,33907.0,,automatic,ct,17250
2007.0,86998.0,excellent,automatic,ct,5995
2010.0,145150.0,like new,automatic,ct,7995
2013.0,160723.0,excellent,automatic,ct,7995
2010.0,131215.0,,automatic,ct,5501
2010.0,145000.0,like new,automatic,ct,6995
2010.0,101000.0,excellent,automatic,ct,7800
2010.0,130000.0,like new,automatic,ct,4995
2010.0,178000.0,good,automatic,ct,4500
2009.0,115000.0,,automatic,ct,5300
2007.0,162000.0,good,automatic,ct,4250
2005.0,145000.0,good,automatic,ct,4000
2020.0,307.0,good,other,ct,24990
2018.0,7885.0,good,other,ct,21590
2018.0,35931.0,good,other,ct,19590
2020.0,7209.0,good,other,ct,27990
2009.0,123000.0,excellent,automatic,ct,6000
2007.0,200000.0,good,automatic,ct,3300
2013.0,81552.0,good,other,ct,16590
2013.0,108996.0,,automatic,dc,9995
2007.0,134000.0,excellent,automatic,dc,5999
2007.0,84721.0,excellent,automatic,dc,6995
2018.0,31547.0,good,other,dc,24990
2018.0,37290.0,,automatic,dc,18387
2003.0,194304.0,,automatic,dc,2500
2009.0,171166.0,,automatic,dc,5500
2001.0,94000.0,,automatic,dc,4000
2012.0,94300.0,,automatic,dc,8800
2020.0,9004.0,good,other,dc,28990
2018.0,7013.0,,automatic,dc,18990
2018.0,14860.0,,automatic,dc,0
2002.0,124002.0,good,automatic,dc,4350
2004.0,124000.0,excellent,automatic,dc,5500
2006.0,146000.0,excellent,automatic,dc,6400
2012.0,162123.0,like new,automatic,dc,6395
2015.0,35725.0,excellent,automatic,dc,15000
2017.0,33785.0,good,other,dc,34590
2006.0,189174.0,,automatic,dc,4900
2012.0,97308.0,excellent,automatic,dc,8300
1996.0,199888.0,good,manual,dc,1950
2011.0,92824.0,excellent,automatic,dc,9644
2014.0,109669.0,,automatic,dc,0
2014.0,109669.0,,automatic,dc,0
2018.0,17745.0,good,other,dc,37590
2015.0,80000.0,good,automatic,dc,11900
1987.0,140000.0,good,manual,dc,3600
2013.0,81771.0,good,automatic,dc,9750
2018.0,47829.0,good,other,dc,22990
2014.0,66936.0,,automatic,dc,0
2014.0,66936.0,,automatic,dc,0
2017.0,97837.0,,automatic,dc,0
2009.0,184252.0,,automatic,dc,4900
2010.0,164911.0,,automatic,dc,5434
2001.0,153436.0,excellent,manual,dc,3490
2019.0,5755.0,,manual,dc,21495
2009.0,132300.0,good,automatic,dc,4500
2010.0,104517.0,good,automatic,dc,7999
2019.0,5755.0,,manual,dc,21495
2018.0,14860.0,,automatic,dc,0
2013.0,123561.0,,manual,dc,11995
2002.0,137352.0,good,automatic,dc,3499
2006.0,41153.0,,automatic,dc,8383
2006.0,41153.0,,automatic,dc,8383
2005.0,132195.0,excellent,automatic,dc,5495
2011.0,166230.0,excellent,automatic,dc,6495
2007.0,84721.0,excellent,automatic,dc,6995
2006.0,100000.0,excellent,automatic,dc,3900
2015.0,74302.0,,automatic,dc,12350
2007.0,141906.0,,automatic,dc,5595
2012.0,147985.0,excellent,automatic,dc,6500
2013.0,138259.0,like new,automatic,dc,9995
2018.0,17676.0,,manual,dc,0
2018.0,28301.0,,automatic,dc,0
1996.0,80725.0,good,manual,dc,1200
2005.0,160700.0,fair,manual,dc,3000
2013.0,108996.0,,automatic,dc,9995
2013.0,122902.0,,automatic,dc,9495
2008.0,116000.0,excellent,automatic,dc,6799
2007.0,123250.0,good,automatic,dc,6995
2018.0,40831.0,good,other,dc,35990
2005.0,183738.0,,automatic,dc,3500
1994.0,46785.0,excellent,manual,dc,9500
2012.0,105750.0,like new,automatic,dc,7995
2011.0,141000.0,excellent,automatic,dc,5900
2006.0,119500.0,excellent,automatic,dc,4900
2013.0,102972.0,excellent,automatic,dc,10000
2017.0,32164.0,,manual,dc,0
1998.0,89000.0,excellent,manual,dc,2700
2020.0,6262.0,,automatic,dc,19495
2018.0,33876.0,good,other,dc,19990
2006.0,131800.0,excellent,manual,dc,4800
2006.0,124272.0,like new,automatic,dc,5500
1998.0,156533.0,,automatic,dc,1950
2012.0,85197.0,,automatic,de,9450
2008.0,119571.0,,automatic,de,6995
2007.0,83000.0,,automatic,de,6499
2006.0,79000.0,,automatic,de,6995
2002.0,210000.0,,manual,de,2900
2011.0,164000.0,,automatic,de,6499
2013.0,151913.0,excellent,automatic,de,7895
2011.0,86426.0,good,manual,de,8499
2006.0,103000.0,good,manual,de,4490
2008.0,79000.0,,manual,de,6199
2010.0,117764.0,,automatic,de,6500
2004.0,195000.0,fair,manual,de,1300
2013.0,102201.0,,automatic,de,10995
2008.0,128000.0,good,automatic,de,4300
2006.0,160000.0,,automatic,de,5199
2007.0,140000.0,,automatic,de,5499
2010.0,131215.0,,automatic,de,5501
2018.0,39082.0,good,other,de,22990
2016.0,39282.0,,automatic,fl,13978
2006.0,107000.0,good,automatic,fl,3000
2000.0,203423.0,excellent,automatic,fl,2995
2012.0,136210.0,like new,manual,fl,11995
1998.0,146000.0,good,manual,fl,3500
2020.0,9954.0,good,other,fl,26590
2012.0,97829.0,excellent,automatic,fl,10999
2010.0,143000.0,like new,automatic,fl,4500
2012.0,97829.0,excellent,automatic,fl,10999
2014.0,62000.0,like new,automatic,fl,13000
2010.0,183526.0,like new,automatic,fl,6900
1996.0,266000.0,,manual,fl,3200
2012.0,97829.0,excellent,automatic,fl,10999
2010.0,183526.0,like new,automatic,fl,6900
2012.0,97829.0,excellent,automatic,fl,10999
2010.0,183526.0,like new,automatic,fl,6900
2011.0,152993.0,like new,automatic,fl,6995
1999.0,212000.0,good,manual,fl,2000
2006.0,145000.0,good,automatic,fl,4300
2002.0,112000.0,excellent,automatic,fl,3500
2013.0,92280.0,good,other,fl,17990
2018.0,17745.0,good,other,fl,37590
2019.0,25067.0,good,other,fl,25990
2012.0,101000.0,excellent,automatic,fl,8000
2012.0,158300.0,,automatic,fl,6300
2005.0,53128.0,,automatic,fl,7500
2018.0,40831.0,good,other,fl,35990
1994.0,123456.0,,manual,fl,600
2002.0,112000.0,excellent,automatic,fl,3500
2014.0,54621.0,like new,automatic,fl,14808
2016.0,79271.0,,automatic,fl,14995
2012.0,101000.0,excellent,automatic,fl,8000
2018.0,13034.0,good,other,fl,36990
2013.0,54419.0,good,other,fl,17990
2012.0,101000.0,excellent,automatic,fl,8000
2013.0,132456.0,,automatic,fl,6488
2020.0,9954.0,good,other,fl,26590
2020.0,2024.0,good,other,fl,26590
2007.0,128676.0,excellent,automatic,fl,4300
2015.0,54660.0,like new,automatic,fl,13498
2010.0,160000.0,good,automatic,fl,4900
2014.0,117933.0,,manual,fl,13688
2006.0,142000.0,excellent,automatic,fl,4900
2010.0,85003.0,,automatic,fl,7992
2016.0,104158.0,,automatic,fl,12995
2017.0,31217.0,good,other,fl,19990
2018.0,39082.0,good,other,fl,22990
2002.0,167501.0,good,automatic,fl,2950
2016.0,46125.0,excellent,other,fl,172
2008.0,155289.0,,automatic,fl,6250
2007.0,94000.0,like new,automatic,fl,6950
2013.0,54419.0,good,other,fl,17990
2004.0,169212.0,,automatic,fl,5245
2008.0,162777.0,,automatic,fl,5995
2012.0,119368.0,excellent,automatic,fl,8900
2009.0,103881.0,,automatic,fl,7299
2012.0,119368.0,excellent,automatic,fl,8900
2019.0,26626.0,excellent,automatic,fl,18900
,52873.0,,automatic,fl,14975
2004.0,169212.0,,automatic,fl,5245
2016.0,46125.0,,automatic,fl,13000
2019.0,26626.0,excellent,automatic,fl,18900
2012.0,119368.0,excellent,automatic,fl,8900
2006.0,112000.0,,automatic,fl,700
2004.0,169212.0,,automatic,fl,5245
2012.0,119368.0,excellent,automatic,fl,8900
2019.0,26626.0,excellent,automatic,fl,18900
2006.0,120000.0,fair,automatic,fl,1200
2007.0,120000.0,excellent,automatic,fl,4500
2000.0,68010.0,good,automatic,fl,6500
2003.0,216375.0,excellent,manual,fl,5500
2011.0,130000.0,excellent,automatic,fl,0
2006.0,131085.0,,automatic,fl,5200
2011.0,150000.0,excellent,automatic,fl,7399
1999.0,1000.0,good,manual,fl,3580
2013.0,92280.0,good,other,fl,17990
2012.0,132000.0,like new,manual,fl,9700
2015.0,107428.0,excellent,automatic,fl,11299
2006.0,131086.0,excellent,automatic,fl,5200
2018.0,33783.0,,automatic,fl,15499
2015.0,107428.0,excellent,automatic,fl,11299
2007.0,120000.0,excellent,automatic,fl,4500
2007.0,120000.0,excellent,automatic,fl,4500
2002.0,200000.0,,automatic,fl,2000
2006.0,142000.0,good,automatic,fl,3000
2012.0,82000.0,,automatic,fl,12000
2010.0,124500.0,good,automatic,fl,6500
2017.0,33251.0,like new,automatic,fl,17500
2015.0,107428.0,excellent,automatic,fl,11299
2007.0,180000.0,fair,automatic,fl,1200
2020.0,9954.0,good,other,fl,26590
2018.0,7885.0,good,other,fl,21590
2007.0,126000.0,excellent,automatic,fl,4600
2010.0,133000.0,excellent,automatic,fl,6900
2015.0,107428.0,excellent,automatic,fl,11299
2011.0,130000.0,excellent,automatic,fl,0
2010.0,140000.0,excellent,automatic,fl,0
2013.0,121000.0,,automatic,fl,9500
2004.0,150826.0,good,automatic,fl,3500
2018.0,63427.0,good,automatic,fl,18300
2015.0,107428.0,excellent,automatic,fl,11299
2003.0,216375.0,excellent,manual,fl,5500
2006.0,131086.0,excellent,automatic,fl,5200
2012.0,119368.0,excellent,automatic,fl,8900
2013.0,83000.0,,automatic,fl,10500
2015.0,107428.0,excellent,automatic,fl,11299
2009.0,103881.0,excellent,automatic,fl,7299
2018.0,33783.0,,automatic,fl,15499
2014.0,72562.0,,automatic,fl,12883
2013.0,100891.0,excellent,automatic,fl,8950
2012.0,119368.0,excellent,automatic,fl,8900
2019.0,26626.0,excellent,automatic,fl,18900
2012.0,85750.0,good,automatic,fl,85
2007.0,150000.0,,automatic,fl,4700
2020.0,9954.0,good,other,fl,26590
2011.0,155142.0,good,manual,fl,8490
2013.0,132456.0,,automatic,fl,6488
2010.0,131693.0,good,automatic,fl,85
2018.0,39082.0,good,other,fl,22990
2012.0,126000.0,,automatic,fl,700
2006.0,112000.0,,automatic,fl,700
2008.0,155289.0,,automatic,fl,6250
2016.0,46125.0,,automatic,fl,13000
2008.0,217142.0,,automatic,fl,3495
2005.0,153117.0,excellent,automatic,fl,3495
2020.0,9954.0,good,other,fl,26590
2008.0,217142.0,,automatic,fl,3495
2016.0,46125.0,,automatic,fl,13000
2012.0,123000.0,,automatic,fl,700
2004.0,169212.0,,automatic,fl,5245
2008.0,162777.0,,automatic,fl,5995
2012.0,186544.0,good,automatic,fl,5900
2008.0,217142.0,,automatic,fl,3495
2004.0,169212.0,,automatic,fl,5245
2016.0,46125.0,,automatic,fl,13000
2004.0,169212.0,,automatic,fl,5245
2006.0,112000.0,,automatic,fl,700
2008.0,217142.0,,automatic,fl,3495
2016.0,46125.0,excellent,automatic,fl,199
2009.0,79020.0,excellent,automatic,fl,9990
2007.0,153185.0,good,manual,fl,7490
2018.0,25408.0,good,automatic,fl,356
2000.0,149523.0,,automatic,fl,2500
2011.0,85276.0,good,automatic,fl,144
2015.0,102989.0,,automatic,fl,10995
2015.0,71654.0,,automatic,fl,13931
2016.0,46125.0,,automatic,fl,13000
2009.0,153000.0,excellent,automatic,fl,6350
2004.0,199999.0,,automatic,fl,1995
2010.0,94030.0,excellent,automatic,fl,0
2012.0,94030.0,excellent,automatic,fl,0
2019.0,38000.0,excellent,automatic,fl,13700
2019.0,25067.0,good,other,fl,25990
2008.0,153184.0,excellent,automatic,fl,4495
2005.0,166000.0,,automatic,fl,2800
2010.0,113570.0,like new,automatic,fl,0
2018.0,40831.0,good,other,fl,35990
2016.0,46125.0,,automatic,fl,13000
2013.0,87843.0,,automatic,fl,9490
2013.0,87843.0,,automatic,fl,9490
2012.0,94030.0,excellent,automatic,fl,0
2015.0,31191.0,new,automatic,fl,12800
2014.0,114731.0,,automatic,fl,11690
2018.0,21168.0,,automatic,fl,24989
2019.0,33432.0,,automatic,fl,19992
2012.0,129293.0,,automatic,fl,9999
2018.0,29164.0,,automatic,fl,24665
2018.0,22482.0,,automatic,fl,19891
2006.0,170693.0,excellent,automatic,fl,5400
2013.0,202382.0,excellent,automatic,fl,6600
2004.0,199999.0,,automatic,fl,1495
2016.0,46125.0,,automatic,fl,13000
2014.0,86667.0,,automatic,fl,10998
2005.0,153117.0,excellent,automatic,fl,3495
2005.0,173246.0,like new,automatic,fl,2500
2006.0,52600.0,excellent,automatic,fl,6400
2009.0,104300.0,excellent,automatic,fl,6900
2004.0,99500.0,excellent,automatic,fl,3500
2016.0,46125.0,,automatic,fl,13000
2000.0,149523.0,,automatic,fl,2500
2011.0,155142.0,good,manual,fl,8490
2018.0,7885.0,good,other,fl,21590
2020.0,9954.0,good,other,fl,26590
2020.0,2024.0,good,other,fl,26590
2018.0,32977.0,,automatic,fl,19791
2014.0,114731.0,,automatic,fl,11690
2006.0,170693.0,excellent,automatic,fl,5400
2019.0,35709.0,,automatic,fl,20987
2012.0,181129.0,excellent,automatic,fl,7500
2012.0,108305.0,excellent,automatic,fl,9000
1983.0,158108.0,,manual,fl,5999
2012.0,127684.0,good,automatic,fl,4999
2018.0,19197.0,excellent,manual,fl,13262
2014.0,159000.0,good,automatic,fl,4500
2012.0,127684.0,good,automatic,fl,4999
2012.0,102531.0,,automatic,fl,9997
2013.0,92280.0,good,other,fl,17990
2005.0,156700.0,good,automatic,fl,3300
2018.0,59964.0,,automatic,fl,16497
2018.0,40831.0,good,other,fl,35990
2010.0,188600.0,excellent,automatic,fl,5500
2010.0,79677.0,,automatic,fl,8997
2009.0,164840.0,,automatic,fl,6995
2009.0,167152.0,,automatic,fl,5495
2014.0,117933.0,,manual,fl,13688
2018.0,59964.0,,automatic,fl,16497
2020.0,9954.0,good,other,fl,26590
2013.0,132456.0,,automatic,fl,6488
2010.0,79677.0,,automatic,fl,8997
2014.0,117933.0,,manual,fl,13688
2001.0,189000.0,excellent,automatic,fl,2400
2014.0,117933.0,,manual,fl,13688
2018.0,59964.0,,automatic,fl,16497
2013.0,132456.0,,automatic,fl,6488
2010.0,79677.0,,automatic,fl,8997
2014.0,117933.0,,manual,fl,13688
2001.0,240237.0,excellent,manual,fl,3500
2013.0,132456.0,,automatic,fl,6488
2018.0,59964.0,,automatic,fl,16497
2014.0,117933.0,,manual,fl,13688
2013.0,132456.0,,automatic,fl,6488
2012.0,58171.0,,automatic,fl,11988
2010.0,79677.0,,automatic,fl,8997
2014.0,91456.0,like new,automatic,fl,10700
2009.0,164840.0,,automatic,fl,6995
2007.0,197000.0,fair,automatic,fl,4000
2013.0,132456.0,,automatic,fl,6488
2008.0,160000.0,excellent,automatic,fl,5699
2002.0,242600.0,good,manual,fl,1000
2017.0,31217.0,good,other,fl,19990
2018.0,39082.0,good,other,fl,22990
2013.0,12300.0,excellent,automatic,fl,11500
2006.0,130000.0,excellent,automatic,fl,3999
2005.0,184700.0,like new,automatic,fl,3700
2014.0,81000.0,excellent,automatic,fl,7950
2016.0,86887.0,,automatic,fl,9990
2010.0,153468.0,excellent,automatic,fl,5991
2009.0,136888.0,excellent,automatic,fl,5991
2012.0,158904.0,excellent,automatic,fl,5891
2019.0,6964.0,good,other,fl,38990
2009.0,79020.0,excellent,automatic,fl,9990
2020.0,3996.0,,automatic,fl,10900
2006.0,186222.0,,automatic,fl,3500
2015.0,75000.0,,automatic,fl,7900
2019.0,11625.0,excellent,automatic,fl,14600
2018.0,31839.0,excellent,automatic,fl,13900
2015.0,45790.0,,automatic,fl,15889
2016.0,86887.0,,automatic,fl,9990
2018.0,31777.0,,automatic,fl,18980
2015.0,117880.0,,automatic,fl,8995
2016.0,39800.0,excellent,automatic,fl,15800
2010.0,109000.0,excellent,automatic,fl,5800
2018.0,48000.0,good,automatic,fl,7500
2009.0,143000.0,excellent,manual,fl,4000
2019.0,38000.0,excellent,automatic,fl,13700
2020.0,7800.0,excellent,automatic,fl,12400
2005.0,154356.0,excellent,automatic,fl,3900
2016.0,59000.0,excellent,automatic,fl,12500
2014.0,86000.0,excellent,automatic,fl,8100
2013.0,145000.0,like new,automatic,fl,7200
2016.0,86887.0,,automatic,fl,9990
2012.0,130000.0,,automatic,fl,6200
2016.0,51006.0,,automatic,fl,8950
2016.0,86887.0,,automatic,fl,9990
2018.0,40831.0,good,other,fl,35990
2013.0,200000.0,excellent,manual,fl,1500
2018.0,33876.0,good,other,fl,19990
2004.0,124500.0,good,manual,fl,3000
2014.0,105629.0,excellent,automatic,fl,9995
2016.0,24008.0,,automatic,fl,16992
2012.0,117969.0,,automatic,fl,6992
2006.0,150000.0,like new,automatic,fl,5200
2013.0,89000.0,like new,automatic,fl,8900
2007.0,126000.0,good,manual,fl,3999
2009.0,136888.0,excellent,automatic,fl,5991
2012.0,158904.0,excellent,automatic,fl,5891
2008.0,95950.0,good,automatic,fl,5999
2016.0,47969.0,,automatic,fl,14995
2008.0,134500.0,like new,automatic,fl,5000
2019.0,25067.0,good,other,fl,25990
2010.0,96502.0,good,automatic,fl,5900
2006.0,106000.0,good,manual,fl,5800
1995.0,58764.0,excellent,automatic,fl,6998
2018.0,25991.0,excellent,automatic,fl,20875
2020.0,9954.0,good,other,fl,26590
2018.0,7885.0,good,other,fl,21590
2018.0,35931.0,good,other,fl,19590
2008.0,66521.0,excellent,automatic,fl,8973
2013.0,54419.0,good,other,fl,17990
2011.0,178633.0,excellent,automatic,fl,4995
2007.0,124433.0,excellent,automatic,fl,4495
2016.0,104898.0,good,automatic,fl,11200
2006.0,90000.0,,automatic,fl,1000
2018.0,39082.0,good,other,fl,22990
2004.0,215500.0,good,manual,fl,3500
2011.0,125612.0,,automatic,fl,2500
2009.0,150000.0,like new,automatic,fl,4995
2008.0,166500.0,excellent,automatic,fl,3950
2002.0,160802.0,good,automatic,fl,2450
2020.0,6639.0,good,other,fl,26990
2007.0,153185.0,good,manual,fl,7490
2012.0,143912.0,excellent,automatic,fl,1
2009.0,94030.0,,automatic,fl,4995
2008.0,163129.0,excellent,automatic,fl,3700
2005.0,187221.0,,automatic,fl,1800
2012.0,140208.0,good,automatic,fl,6000
1995.0,69000.0,good,automatic,fl,7000
2018.0,17745.0,good,other,fl,37590
2019.0,25067.0,good,other,fl,25990
2005.0,54741.0,,manual,fl,4588
2008.0,163129.0,excellent,automatic,fl,3500
2016.0,142169.0,excellent,automatic,fl,10990
2019.0,21082.0,,automatic,fl,23900
2013.0,92280.0,good,other,fl,17990
2016.0,8211.0,,automatic,fl,17158
2008.0,163129.0,excellent,automatic,fl,3500
2005.0,170012.0,good,automatic,fl,3000
2014.0,36690.0,good,manual,fl,11500
2005.0,120000.0,excellent,automatic,fl,4990
2005.0,125000.0,like new,automatic,fl,4990
2018.0,14475.0,,automatic,fl,19968
2004.0,149000.0,good,automatic,fl,4950
2012.0,132879.0,,automatic,fl,7995
2018.0,20434.0,,manual,fl,24170
2018.0,40831.0,good,other,fl,35990
2019.0,13614.0,,automatic,fl,18999
2006.0,74241.0,,automatic,fl,5950
2004.0,79000.0,like new,automatic,fl,5290
2019.0,18763.0,excellent,manual,fl,1
2001.0,114972.0,fair,manual,fl,1800
2009.0,79020.0,excellent,automatic,fl,9990
2010.0,96504.0,good,automatic,fl,5900
1996.0,160000.0,fair,manual,fl,1650
2013.0,81552.0,good,other,fl,16590
2015.0,77726.0,good,other,fl,14990
2020.0,9954.0,good,other,ga,26590
2018.0,28942.0,good,other,ga,18590
2018.0,7885.0,good,other,ga,21590
2020.0,2024.0,good,other,ga,26590
2012.0,82848.0,good,other,ga,8590
2013.0,81552.0,good,other,ga,16590
2012.0,158911.0,,automatic,ga,7680
2019.0,3436.0,,,ga,21988
2010.0,162776.0,,automatic,ga,6499
2012.0,144255.0,,automatic,ga,6995
2008.0,135364.0,excellent,automatic,ga,5800
2013.0,130000.0,like new,automatic,ga,1500
2004.0,175000.0,good,manual,ga,2100
2016.0,69547.0,,automatic,ga,16995
2012.0,72299.0,good,other,ga,17990
2011.0,68198.0,,automatic,ga,12900
2010.0,0.0,,automatic,ga,0
2006.0,180000.0,excellent,automatic,ga,4400
2008.0,153212.0,excellent,automatic,ga,4100
2007.0,153185.0,good,manual,ga,7490
2003.0,166000.0,excellent,manual,ga,1495
2017.0,123000.0,good,automatic,ga,4500
2015.0,89000.0,good,automatic,ga,3000
2010.0,132028.0,,automatic,ga,4700
2003.0,178000.0,excellent,automatic,ga,1495
2016.0,50923.0,,automatic,ga,18597
2009.0,59000.0,like new,automatic,ga,7400
2007.0,173000.0,,automatic,ga,4300
2014.0,13956.0,good,other,ga,16990
2009.0,225000.0,excellent,automatic,ga,4900
2017.0,33785.0,good,other,ga,34590
2006.0,230000.0,good,automatic,ga,3800
2006.0,132000.0,like new,automatic,ga,3499
2018.0,31000.0,excellent,manual,ga,15900
2018.0,22448.0,good,other,ga,23590
2010.0,140043.0,good,automatic,ga,3000
2010.0,124300.0,good,automatic,ga,4500
2009.0,106246.0,good,automatic,ga,6000
2004.0,173000.0,,automatic,ga,3200
2002.0,211000.0,good,automatic,ga,3200
2007.0,118000.0,like new,automatic,ga,6400
2008.0,140000.0,,automatic,ga,6000
2006.0,180000.0,excellent,automatic,ga,4400
2016.0,51006.0,,automatic,ga,8950
1999.0,236000.0,fair,automatic,ga,2000
