year,odometer,condition,transmission,state,price
2019.0,14215.0,excellent,automatic,mi,19995
2008.0,146180.0,good,automatic,mi,4399
2006.0,161200.0,good,automatic,mi,4299
2006.0,180000.0,excellent,automatic,mi,4325
2018.0,47829.0,good,other,mi,22990
2017.0,13804.0,,automatic,mi,500
2018.0,40831.0,good,other,mi,35990
2006.0,180000.0,excellent,automatic,mi,4325
2017.0,31187.0,,automatic,mi,281
2018.0,18020.0,good,other,mi,19990
2018.0,31547.0,good,other,mi,24990
2006.0,180000.0,excellent,automatic,mi,4325
2014.0,31605.0,good,other,mi,20990
2010.0,230000.0,good,automatic,mi,2400
2019.0,56451.0,good,automatic,mi,0
2013.0,81552.0,good,other,mi,16590
2015.0,77726.0,good,other,mi,14990
2003.0,250000.0,,manual,mi,200
1994.0,257304.0,fair,automatic,mi,500
2018.0,31547.0,good,other,mi,24990
2012.0,106010.0,excellent,automatic,mi,8950
2018.0,40831.0,good,other,mi,35990
2018.0,95383.0,excellent,automatic,mi,19875
2007.0,117230.0,good,automatic,mi,5795
2013.0,112441.0,,automatic,mi,11085
2020.0,9954.0,good,other,mi,26590
2005.0,157176.0,excellent,automatic,mi,4950
2006.0,151000.0,excellent,automatic,mi,4750
2016.0,84000.0,excellent,automatic,mi,13800
2009.0,227000.0,,automatic,mi,3995
2017.0,29629.0,good,automatic,mi,14997
2006.0,180000.0,salvage,automatic,mi,2000
2012.0,131000.0,excellent,automatic,mi,7950
2015.0,77726.0,good,other,mi,14990
2018.0,31547.0,good,other,mi,24990
2020.0,9954.0,good,other,mi,26590
2019.0,15674.0,good,other,mi,25990
2012.0,82848.0,good,other,mi,8590
2020.0,7209.0,good,other,mi,27990
2015.0,77726.0,good,other,mi,14990
2000.0,178000.0,good,automatic,mi,3000
2020.0,9954.0,good,other,mi,26590
2018.0,35931.0,good,other,mi,19590
1998.0,87000.0,good,manual,mi,4900
2018.0,31547.0,good,other,mi,24990
2009.0,91000.0,excellent,automatic,mi,8200
2012.0,131000.0,excellent,automatic,mi,7950
2019.0,15674.0,good,other,mi,25990
2010.0,149000.0,excellent,automatic,mi,6995
2017.0,29629.0,good,automatic,mi,14997
2015.0,77726.0,good,other,mi,14990
2006.0,180000.0,excellent,automatic,mi,4324
2018.0,31547.0,good,other,mi,24990
2006.0,180000.0,excellent,automatic,mi,4325
2006.0,180000.0,excellent,automatic,mi,4325
2010.0,230000.0,good,automatic,mi,2400
2019.0,15674.0,good,other,mi,25990
2012.0,82848.0,good,other,mi,8590
2015.0,77726.0,good,other,mi,14990
2018.0,31547.0,good,other,mi,24990
2020.0,9954.0,good,other,mi,26590
2020.0,307.0,good,other,mi,24990
2018.0,35931.0,good,other,mi,19590
2018.0,51632.0,,automatic,mi,16994
2007.0,85250.0,,automatic,mi,7995
2018.0,36074.0,,automatic,mi,14887
2018.0,31547.0,good,other,mi,24990
2020.0,9954.0,good,other,mi,26590
1990.0,1155999.0,salvage,manual,mi,475
2019.0,15674.0,good,other,mi,25990
2012.0,82848.0,good,other,mi,8590
2020.0,7209.0,good,other,mi,27990
2015.0,77726.0,good,other,mi,14990
2005.0,106000.0,excellent,automatic,mi,4950
2016.0,89155.0,good,automatic,mi,14995
2020.0,9954.0,good,other,mi,26590
2019.0,25067.0,good,other,mi,25990
2020.0,9954.0,good,other,mi,26590
2020.0,307.0,good,other,mi,24990
2018.0,35931.0,good,other,mi,19590
2010.0,230000.0,good,automatic,mi,2400
2018.0,31547.0,good,other,mi,24990
2020.0,9954.0,good,other,mi,26590
2019.0,15674.0,good,other,mi,25990
2012.0,82848.0,good,other,mi,8590
2020.0,7209.0,good,other,mi,27990
2015.0,77726.0,good,other,mi,14990
2018.0,39082.0,good,other,mi,22990
2005.0,41000.0,fair,manual,mi,2650
2018.0,29803.0,,automatic,mn,16700
2015.0,40000.0,,automatic,mn,9995
2001.0,219195.0,good,automatic,mn,2500
2013.0,81552.0,good,other,mn,16590
2018.0,39082.0,good,other,mn,22990
2002.0,188628.0,fair,automatic,mn,800
2018.0,29803.0,,automatic,mn,16700
2012.0,111364.0,good,automatic,mn,7995
2001.0,125000.0,,automatic,mn,1800
2012.0,138770.0,good,automatic,mn,6500
2004.0,152000.0,,automatic,mn,1300
2002.0,220000.0,good,manual,mn,2200
2002.0,175494.0,good,automatic,mn,2500
2018.0,35931.0,good,other,mn,19590
2013.0,71994.0,excellent,automatic,mn,12998
2019.0,40319.0,good,other,mn,24590
2015.0,77726.0,good,other,mn,14990
2000.0,137000.0,fair,manual,mn,2999
2004.0,216800.0,good,manual,mn,1900
2009.0,32315.0,,automatic,mn,9998
,16514.0,,automatic,mn,17498
2003.0,207000.0,,automatic,mn,1575
2007.0,88262.0,like new,automatic,mn,4995
2015.0,106359.0,,automatic,mn,11299
2013.0,211573.0,,automatic,mn,5800
2019.0,6964.0,good,other,mn,38990
2008.0,155189.0,,manual,mn,5700
2004.0,238000.0,,automatic,mn,1750
2017.0,47220.0,,manual,mn,16498
2013.0,54183.0,excellent,automatic,mn,13499
2010.0,48000.0,good,automatic,mn,6500
,3997.0,,automatic,mn,19498
2003.0,146125.0,excellent,automatic,mn,2650
2015.0,49522.0,,manual,mn,12995
2019.0,16020.0,,manual,mn,25998
2007.0,89375.0,excellent,automatic,mn,5475
2001.0,176000.0,good,automatic,mn,4500
,13001.0,,automatic,mn,18248
2013.0,53816.0,good,other,mn,19990
2009.0,86861.0,,automatic,mn,8998
2007.0,51743.0,excellent,automatic,mn,6900
2009.0,206043.0,excellent,automatic,mn,4950
2015.0,128961.0,,automatic,mn,11198
2018.0,17745.0,good,other,mn,37590
2005.0,155000.0,excellent,automatic,mn,4000
2007.0,178000.0,good,automatic,mn,3400
2012.0,156000.0,good,automatic,mn,7500
2010.0,115835.0,excellent,automatic,mn,4999
2002.0,147605.0,excellent,automatic,mn,2999
2011.0,154726.0,good,automatic,mn,5495
2005.0,170000.0,good,automatic,mn,4499
2009.0,182951.0,good,automatic,mn,4500
2004.0,203000.0,excellent,automatic,mn,2000
2017.0,59059.0,,automatic,mn,19998
2013.0,165000.0,excellent,automatic,mn,6500
2012.0,89114.0,,automatic,mn,10677
2006.0,97553.0,,automatic,mn,6877
2006.0,169415.0,good,automatic,mn,3500
2007.0,158000.0,,automatic,mn,4500
2018.0,35931.0,good,other,mn,19590
2012.0,150000.0,excellent,manual,mn,9999
2008.0,147000.0,excellent,automatic,mn,5500
2007.0,116000.0,good,automatic,mn,5500
2007.0,141000.0,excellent,automatic,mn,4500
2019.0,40319.0,good,other,mn,24590
2015.0,77726.0,good,other,mn,14990
2008.0,137000.0,fair,automatic,mn,3500
2014.0,44747.0,good,other,mn,15990
2007.0,189300.0,good,automatic,mn,4500
2018.0,35931.0,good,other,mn,19590
2006.0,193000.0,excellent,manual,mn,4300
2019.0,40319.0,good,other,mn,24590
2018.0,34362.0,,automatic,mn,15995
2015.0,77726.0,good,other,mn,14990
2005.0,164000.0,,automatic,ms,4900
2006.0,90000.0,,automatic,ms,1000
2016.0,46100.0,excellent,automatic,ms,17900
2005.0,164000.0,,automatic,ms,4900
2015.0,101996.0,excellent,automatic,ms,13973
2004.0,256000.0,good,automatic,mo,2000
2018.0,47829.0,good,other,mo,22990
2019.0,2066.0,good,other,mo,39590
2014.0,48374.0,good,other,mo,15990
2014.0,31605.0,good,other,mo,20990
2015.0,58000.0,like new,automatic,mo,12500
2011.0,133352.0,excellent,automatic,mo,7250
2013.0,81552.0,good,other,mo,16590
2012.0,82848.0,good,other,mo,8590
2015.0,77726.0,good,other,mo,14990
2018.0,39082.0,good,other,mo,22990
2014.0,62165.0,,automatic,mo,221
2010.0,197000.0,good,automatic,mo,5500
2010.0,79000.0,excellent,automatic,mo,9900
2013.0,27134.0,good,automatic,mo,11500
2008.0,113900.0,,manual,mo,8995
2006.0,197222.0,good,automatic,mo,4500
2012.0,89320.0,excellent,automatic,mo,10000
2009.0,150394.0,like new,automatic,mo,0
2011.0,168395.0,good,automatic,mo,4995
2004.0,184000.0,fair,automatic,mo,2000
2006.0,197222.0,good,automatic,mo,4500
2011.0,133352.0,excellent,automatic,mo,7250
2009.0,150000.0,excellent,automatic,mo,0
2006.0,197222.0,good,automatic,mo,4600
2006.0,196000.0,excellent,automatic,mo,5395
2006.0,197222.0,good,automatic,mo,4975
2016.0,60462.0,like new,automatic,mo,15970
2018.0,23787.0,good,other,mo,18590
2015.0,77726.0,good,other,mo,14990
2006.0,74000.0,excellent,manual,mo,7900
2009.0,167018.0,excellent,automatic,mo,0
2002.0,200000.0,fair,manual,mt,2500
2005.0,236787.0,,automatic,mt,4277
2011.0,112396.0,,automatic,mt,6977
2005.0,236787.0,,automatic,mt,4277
2005.0,236787.0,,automatic,mt,4277
2011.0,112396.0,,automatic,mt,6977
2019.0,8680.0,good,automatic,mt,0
2011.0,142700.0,good,automatic,mt,5000
2004.0,304000.0,good,manual,mt,1900
2005.0,236787.0,,automatic,mt,4277
2011.0,112396.0,,automatic,mt,6977
2005.0,236787.0,,automatic,mt,4277
2011.0,112396.0,,automatic,mt,6977
2008.0,174832.0,,automatic,mt,5998
2017.0,23932.0,,automatic,mt,21499
2005.0,236787.0,,automatic,mt,4277
2011.0,112396.0,,automatic,mt,6977
2005.0,236787.0,,automatic,mt,4277
2011.0,112396.0,,automatic,mt,6977
2009.0,140000.0,good,automatic,mt,4100
2004.0,317819.0,good,manual,mt,2500
2017.0,80974.0,,automatic,mt,15939
1997.0,200000.0,,manual,mt,1500
2011.0,44011.0,good,automatic,mt,8900
2005.0,236787.0,,automatic,mt,4277
2011.0,112396.0,,automatic,mt,6977
2017.0,26612.0,,,nc,17988
2009.0,198000.0,,manual,nc,4900
2018.0,26000.0,excellent,automatic,nc,15499
2019.0,53000.0,excellent,automatic,nc,14999
2019.0,41123.0,excellent,automatic,nc,15900
2017.0,35123.0,excellent,automatic,nc,14900
2013.0,192541.0,,automatic,nc,0
2008.0,181800.0,good,manual,nc,5000
2020.0,9954.0,good,other,nc,26590
2018.0,28942.0,good,other,nc,18590
2020.0,7209.0,good,other,nc,27990
2016.0,41227.0,excellent,automatic,nc,13450
2017.0,63000.0,excellent,automatic,nc,13999
2019.0,8000.0,excellent,manual,nc,16499
2020.0,9234.0,excellent,automatic,nc,18750
2018.0,28123.0,excellent,automatic,nc,14995
2005.0,194000.0,excellent,manual,nc,4500
2014.0,129583.0,good,manual,nc,14780
2016.0,57840.0,,automatic,nc,14415
2018.0,26123.0,excellent,automatic,nc,15400
2019.0,8123.0,excellent,automatic,nc,16400
2019.0,3436.0,,automatic,nc,21988
2016.0,93621.0,good,manual,nc,14900
2013.0,81552.0,good,other,nc,16590
2017.0,41635.0,good,automatic,nc,16921
2017.0,41635.0,good,automatic,nc,16921
2014.0,35100.0,excellent,automatic,nc,9500
2019.0,19323.0,,automatic,nc,19389
2019.0,14271.0,,automatic,nc,23499
2008.0,138000.0,excellent,manual,nc,6800
2008.0,234129.0,like new,automatic,nc,3000
2008.0,94030.0,,,nc,0
2018.0,26000.0,excellent,automatic,nc,15499
2019.0,53000.0,excellent,automatic,nc,14999
2007.0,121945.0,good,automatic,nc,3995
2019.0,25067.0,good,other,nc,25990
2007.0,176000.0,excellent,manual,nc,3900
2018.0,32322.0,excellent,automatic,nc,12497
2008.0,237000.0,excellent,automatic,nc,4500
2017.0,16482.0,good,automatic,nc,269
2016.0,94030.0,,automatic,nc,0
2018.0,40831.0,good,other,nc,35990
2019.0,41123.0,excellent,automatic,nc,15900
2017.0,35123.0,excellent,automatic,nc,14900
2019.0,11981.0,,automatic,nc,19863
2010.0,117000.0,,automatic,nc,7950
2016.0,75100.0,,manual,nc,15000
2012.0,94030.0,,automatic,nc,10888
2018.0,44802.0,like new,automatic,nc,14995
2008.0,237000.0,excellent,automatic,nc,4500
2015.0,79400.0,good,automatic,nc,12500
2019.0,19323.0,,automatic,nc,19389
2013.0,70000.0,excellent,automatic,nc,9000
2009.0,145000.0,good,automatic,nc,4800
2012.0,157732.0,,automatic,nc,0
2012.0,166400.0,,automatic,nc,0
2013.0,192541.0,,automatic,nc,0
2019.0,19323.0,,automatic,nc,19389
2012.0,77874.0,excellent,automatic,nc,9995
2010.0,152000.0,good,automatic,nc,4450
2008.0,78000.0,good,automatic,nc,8000
2020.0,9954.0,good,other,nc,26590
2018.0,7885.0,good,other,nc,21590
2020.0,307.0,good,other,nc,24990
2007.0,142000.0,excellent,automatic,nc,4200
2018.0,35931.0,good,other,nc,19590
2013.0,123404.0,,manual,nc,12995
2020.0,7209.0,good,other,nc,27990
2013.0,129326.0,excellent,automatic,nc,8495
2019.0,19323.0,,automatic,nc,19389
2008.0,264429.0,like new,automatic,nc,5200
2013.0,61570.0,excellent,automatic,nc,11900
2008.0,94030.0,,,nc,6998
2012.0,94030.0,,automatic,nc,10888
2013.0,104000.0,,automatic,nc,9000
2019.0,8000.0,excellent,manual,nc,16499
2005.0,225070.0,fair,automatic,nc,1900
2016.0,94030.0,,automatic,nc,0
2014.0,71000.0,excellent,automatic,nc,8800
2017.0,26000.0,excellent,automatic,nc,16000
2019.0,24259.0,,automatic,nc,24995
2008.0,122100.0,excellent,automatic,nc,6495
2015.0,94030.0,excellent,automatic,nc,0
2020.0,9234.0,excellent,automatic,nc,18750
2018.0,28123.0,excellent,automatic,nc,14995
2019.0,19323.0,,automatic,nc,19389
1998.0,263206.0,good,automatic,nc,1400
2002.0,189122.0,excellent,automatic,nc,3995
2013.0,157945.0,,manual,nc,11999
2019.0,19323.0,,automatic,nc,19389
2012.0,63965.0,excellent,automatic,nc,10900
1991.0,160000.0,excellent,automatic,nc,3800
2020.0,9954.0,good,other,nc,26590
2018.0,28942.0,good,other,nc,18590
2020.0,2024.0,good,other,nc,26590
2020.0,7209.0,good,other,nc,27990
2006.0,105000.0,good,automatic,nc,5300
2020.0,4074.0,good,manual,nc,21744
2019.0,49008.0,good,manual,nc,19080
2017.0,16482.0,good,automatic,nc,19061
2014.0,95330.0,excellent,automatic,nc,11873
2009.0,100000.0,,automatic,nc,500
1993.0,200000.0,excellent,automatic,nc,3500
1993.0,200000.0,excellent,automatic,nc,3500
2018.0,4675.0,like new,automatic,nc,23600
2008.0,131687.0,good,automatic,nc,7495
2012.0,201000.0,good,automatic,nc,6300
2020.0,9954.0,good,other,nc,26590
2020.0,2024.0,good,other,nc,26590
2018.0,28942.0,good,other,nc,18590
2020.0,7209.0,good,other,nc,27990
2008.0,94030.0,,,nc,6998
2006.0,110110.0,,automatic,nc,7395
2003.0,260000.0,good,manual,nc,600
2014.0,97425.0,,automatic,nc,10995
2003.0,155000.0,good,automatic,nc,4150
2004.0,175000.0,good,automatic,nc,3950
2001.0,135000.0,good,automatic,nc,4150
2016.0,105093.0,excellent,automatic,nc,13000
2015.0,75722.0,,manual,nc,10590
2019.0,25067.0,good,other,nc,25990
2018.0,63101.0,,automatic,nc,16900
2018.0,40831.0,good,other,nc,35990
2014.0,95790.0,,automatic,nc,10000
2015.0,94400.0,,automatic,nc,7700
2015.0,101490.0,,automatic,nc,10000
2012.0,55995.0,,automatic,nc,0
2013.0,192541.0,,automatic,nc,0
2013.0,94030.0,,,nc,0
2020.0,9954.0,good,other,nc,26590
2008.0,135512.0,,automatic,nc,0
2018.0,28942.0,good,other,nc,18590
2013.0,115086.0,,automatic,nc,6400
2013.0,68900.0,good,automatic,nc,8400
2018.0,35931.0,good,other,nc,19590
2020.0,7209.0,good,other,nc,27990
2008.0,264429.0,like new,automatic,nc,5200
2013.0,68950.0,,automatic,nc,8400
2008.0,94030.0,,,nc,6998
2012.0,55995.0,,automatic,nc,0
2001.0,94030.0,,,nc,3999
2009.0,159500.0,,automatic,nc,5900
2002.0,91225.0,,automatic,nc,0
2013.0,115086.0,,automatic,nc,6400
2012.0,82848.0,good,other,nc,8590
2006.0,212320.0,,automatic,nc,0
2006.0,212320.0,,automatic,nc,0
2007.0,1.0,,automatic,nc,0
2007.0,180612.0,,automatic,nc,0
2017.0,26831.0,,automatic,nc,17995
2013.0,192541.0,,automatic,nc,0
2017.0,26831.0,,automatic,nc,17995
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2013.0,81552.0,good,other,nc,16590
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,17900
2018.0,39082.0,good,other,nc,22990
2011.0,117743.0,,automatic,nc,0
2017.0,26831.0,excellent,automatic,nc,17900
2017.0,26831.0,excellent,automatic,nc,18852
2017.0,48393.0,excellent,automatic,nc,17427
2017.0,26831.0,excellent,automatic,nc,18852
2017.0,48393.0,excellent,automatic,nc,17427
2017.0,26826.0,excellent,automatic,nc,18852
2017.0,48393.0,excellent,automatic,nc,17427
2004.0,239031.0,excellent,automatic,nc,4295
2017.0,37897.0,excellent,automatic,nc,17499
2013.0,192541.0,,automatic,nc,0
2020.0,3081.0,excellent,automatic,nc,21999
2013.0,81552.0,good,other,nc,16590
2019.0,3418.0,excellent,automatic,nc,22499
2014.0,95330.0,excellent,automatic,nc,11873
2013.0,91270.0,excellent,automatic,nc,10499
2018.0,27265.0,excellent,automatic,nc,20990
2019.0,35000.0,,manual,nc,41999
2007.0,138964.0,,automatic,nc,6995
2008.0,116729.0,good,automatic,nc,7650
2007.0,152879.0,good,other,nc,5950
2012.0,86119.0,good,automatic,nc,8950
2013.0,52473.0,good,manual,nc,12499
2010.0,100000.0,,automatic,nc,400
2015.0,79150.0,good,automatic,nc,12750
2019.0,25067.0,good,other,nc,25990
2015.0,55160.0,,automatic,nc,13995
2001.0,153436.0,excellent,manual,nc,3490
2003.0,295747.0,fair,automatic,nc,800
2012.0,48982.0,like new,automatic,nc,11960
2007.0,74239.0,good,manual,nc,9990
2008.0,152200.0,excellent,automatic,nc,5950
2018.0,40831.0,good,other,nc,35990
2010.0,170100.0,excellent,automatic,nc,6950
1997.0,164800.0,good,automatic,nc,1200
2017.0,37897.0,excellent,automatic,nc,17499
2012.0,149.0,excellent,manual,nc,9900
2008.0,86308.0,excellent,automatic,nc,6500
2012.0,127000.0,good,automatic,nc,8000
2013.0,192541.0,,automatic,nc,0
2012.0,130000.0,excellent,automatic,nc,7450
2012.0,206000.0,excellent,automatic,nc,4950
2017.0,106951.0,,manual,nc,16845
2006.0,112000.0,excellent,automatic,nc,5799
2006.0,169766.0,good,automatic,nc,3500
2020.0,9954.0,good,other,nc,26590
2018.0,28942.0,good,other,nc,18590
2020.0,2024.0,good,other,nc,26590
2020.0,7209.0,good,other,nc,27990
2001.0,153436.0,excellent,manual,nc,3490
2014.0,100850.0,,automatic,nc,11495
2008.0,94030.0,,,nc,6998
2008.0,163890.0,excellent,manual,nc,7500
2015.0,116600.0,excellent,automatic,nc,10000
1998.0,202000.0,good,automatic,nc,1850
2001.0,191350.0,excellent,automatic,nc,2999
2010.0,128000.0,excellent,automatic,nc,6600
2010.0,170100.0,excellent,automatic,nc,6950
2013.0,126285.0,,automatic,nc,10500
2002.0,250000.0,good,automatic,nc,3400
2014.0,140891.0,good,automatic,nc,10950
2014.0,140891.0,good,automatic,nc,10950
2014.0,140891.0,good,automatic,nc,10950
2015.0,56524.0,,automatic,nc,12937
2008.0,246947.0,,automatic,nc,3991
2019.0,3418.0,excellent,automatic,nc,22499
2020.0,3081.0,excellent,automatic,nc,21999
2007.0,203927.0,,manual,nc,2495
2017.0,106951.0,,manual,nc,16845
2006.0,177000.0,good,automatic,nc,5000
2003.0,167000.0,good,automatic,nc,2600
2006.0,131520.0,,automatic,nc,9799
2012.0,145000.0,excellent,automatic,nc,11000
2001.0,137000.0,excellent,automatic,nc,5490
2007.0,189000.0,good,automatic,nc,4750
2012.0,72299.0,good,other,nc,17990
2006.0,131520.0,,automatic,nc,9799
2006.0,131520.0,,automatic,nc,9799
2005.0,236000.0,good,automatic,nc,1300
2014.0,157000.0,good,automatic,nc,5995
2013.0,81552.0,good,other,nc,16590
2014.0,95330.0,excellent,automatic,nc,11873
2010.0,86000.0,good,automatic,nc,7000
2008.0,200000.0,good,automatic,nc,2850
2011.0,117743.0,,automatic,nc,0
2013.0,192541.0,,automatic,nc,0
2020.0,9954.0,good,other,nc,26590
2008.0,135512.0,,automatic,nc,0
2018.0,28942.0,good,other,nc,18590
2020.0,7209.0,good,other,nc,27990
2008.0,264429.0,like new,automatic,nc,5200
2012.0,157732.0,,automatic,nc,0
2007.0,180612.0,,automatic,nc,0
2007.0,74000.0,good,manual,ne,6250
2006.0,104601.0,good,automatic,ne,6500
2005.0,199000.0,,automatic,ne,3400
2013.0,86000.0,good,automatic,ne,7900
2009.0,114001.0,excellent,automatic,ne,6995
1992.0,86800.0,good,automatic,ne,4200
2020.0,7500.0,like new,automatic,nv,15500
2017.0,50757.0,,automatic,nv,19999
2017.0,37079.0,,automatic,nv,0
1997.0,170000.0,fair,automatic,nv,1200
2014.0,32821.0,excellent,automatic,nv,15997
2007.0,130782.0,excellent,automatic,nv,4995
2010.0,130000.0,excellent,automatic,nv,6500
2012.0,85220.0,excellent,automatic,nv,13594
2020.0,3678.0,good,other,nv,25590
2004.0,114236.0,excellent,automatic,nv,5329
2016.0,0.0,salvage,other,nv,3500
2012.0,160000.0,,manual,nv,6500
2013.0,120000.0,like new,automatic,nv,8500
2011.0,72394.0,,automatic,nv,9998
2018.0,40831.0,good,other,nv,35990
2018.0,35851.0,,automatic,nv,18995
2019.0,16989.0,,automatic,nv,21994
2017.0,37079.0,,automatic,nv,0
2017.0,65776.0,,automatic,nv,17651
2012.0,84498.0,,automatic,nv,8699
2016.0,81594.0,,automatic,nv,14952
2018.0,33027.0,,automatic,nv,17992
2017.0,15900.0,,automatic,nv,17992
2001.0,160000.0,good,automatic,nv,1999
2019.0,8158.0,,automatic,nv,21995
2018.0,29935.0,,automatic,nv,17690
2013.0,63003.0,,automatic,nv,14551
2017.0,45124.0,,automatic,nv,19991
2016.0,57980.0,,automatic,nv,13999
2017.0,37079.0,,automatic,nv,0
2015.0,79800.0,,manual,nv,18000
2020.0,9954.0,good,other,nv,26590
2017.0,22900.0,good,manual,nv,0
2014.0,71412.0,good,automatic,nv,0
2002.0,99599.0,good,automatic,nj,3499
2007.0,112512.0,like new,automatic,nj,6495
2007.0,170000.0,,automatic,nj,3200
2001.0,89649.0,good,manual,nj,3495
2015.0,78544.0,,automatic,nj,11995
2019.0,10860.0,like new,manual,nj,24750
2008.0,164876.0,,automatic,nj,4500
2012.0,39933.0,,automatic,nj,8995
2008.0,118236.0,excellent,automatic,nj,5300
2010.0,131215.0,,automatic,nj,5501
2017.0,81000.0,excellent,automatic,nj,13700
2012.0,67300.0,good,automatic,nj,10200
2010.0,81837.0,excellent,automatic,nj,8495
2019.0,25067.0,good,other,nj,25990
2016.0,98291.0,,automatic,nj,14988
2010.0,154000.0,,automatic,nj,4900
2005.0,154804.0,,automatic,nj,3300
2018.0,22465.0,good,automatic,nj,19690
2013.0,122325.0,,manual,nj,10900
2014.0,51200.0,excellent,automatic,nj,10900
2018.0,40831.0,good,other,nj,35990
2010.0,140337.0,good,automatic,nj,6895
2010.0,101942.0,excellent,automatic,nj,6995
2015.0,143000.0,excellent,automatic,nj,7500
2005.0,173000.0,fair,automatic,nj,1200
2012.0,146244.0,good,automatic,nj,6995
2017.0,56691.0,,manual,nj,19985
2000.0,190000.0,fair,automatic,nj,1500
2020.0,307.0,good,other,nj,24990
2002.0,182000.0,fair,automatic,nj,2200
2018.0,28942.0,good,other,nj,18590
2010.0,73000.0,good,automatic,nj,6800
2011.0,133000.0,excellent,automatic,nj,5999
2004.0,164300.0,,manual,nj,1500
2010.0,154000.0,,automatic,nj,5300
2005.0,186757.0,,automatic,nj,3300
2002.0,182000.0,fair,automatic,nj,2200
2002.0,159332.0,excellent,automatic,nj,2100
2003.0,245136.0,,manual,nj,2600
2011.0,75000.0,excellent,automatic,nj,8300
2018.0,40412.0,,automatic,nj,17500
2006.0,135643.0,,automatic,nj,5400
2010.0,130320.0,,automatic,nj,6700
2007.0,96250.0,excellent,automatic,nj,6200
2013.0,99515.0,like new,automatic,nj,9795
2008.0,116084.0,like new,automatic,nj,6795
2018.0,31889.0,,automatic,nj,16500
2009.0,146171.0,,automatic,nj,5900
2020.0,222.0,excellent,automatic,nj,17900
2001.0,240000.0,fair,automatic,nj,1000
2019.0,35592.0,,automatic,nj,19500
2005.0,154643.0,,automatic,nj,3700
2016.0,62066.0,,automatic,nj,13985
2018.0,11638.0,like new,automatic,nj,25500
2020.0,3201.0,,automatic,nj,21500
2010.0,117764.0,,automatic,nj,6500
2013.0,95101.0,excellent,manual,nj,12500
2009.0,185000.0,fair,automatic,nj,3000
2009.0,81775.0,good,automatic,nj,6495
2016.0,98291.0,,automatic,nj,15288
2007.0,138588.0,,automatic,nj,5600
2000.0,200000.0,good,automatic,nj,2000
2015.0,83079.0,excellent,automatic,nj,9800
2021.0,100000.0,,other,nj,10000
2010.0,134000.0,,automatic,nj,6315
2019.0,15884.0,,automatic,nj,16433
2017.0,7058.0,,automatic,nj,6950
2012.0,130900.0,excellent,automatic,nj,79
2005.0,116000.0,excellent,automatic,nj,5400
2020.0,307.0,good,other,nj,24990
2018.0,28942.0,good,other,nj,18590
2021.0,100000.0,,other,nj,10000
2011.0,86426.0,good,manual,nj,8499
2020.0,21892.0,,automatic,nj,19799
2007.0,161489.0,excellent,automatic,nj,3875
2021.0,100000.0,,other,nj,10000
2020.0,11298.0,,automatic,nj,18999
2015.0,149663.0,,automatic,nj,8477
2021.0,100000.0,,other,nj,10000
2011.0,155000.0,excellent,automatic,nj,5900
2021.0,100000.0,,other,nj,10000
2004.0,161489.0,good,manual,nj,2975
2008.0,90000.0,excellent,automatic,nj,7200
2021.0,100000.0,,other,nj,10000
2012.0,119000.0,like new,automatic,nj,6950
2003.0,123489.0,like new,automatic,nj,2975
2011.0,95771.0,excellent,automatic,nj,6500
2014.0,177450.0,,automatic,nj,5995
2021.0,100000.0,,other,nj,10000
2021.0,100000.0,,other,nj,10000
2016.0,35399.0,excellent,automatic,nj,5500
1995.0,169000.0,good,manual,nj,7450
2012.0,106000.0,good,automatic,nj,7700
2009.0,132104.0,,automatic,nj,6000
2015.0,153000.0,excellent,automatic,nj,7500
1986.0,86000.0,excellent,manual,nj,4000
2006.0,131069.0,good,automatic,nj,4700
2008.0,165000.0,excellent,automatic,nj,3900
2006.0,172000.0,,manual,nj,2200
2005.0,165898.0,good,automatic,nj,2500
2008.0,170894.0,excellent,automatic,nj,5000
2011.0,31562.0,good,automatic,nj,9365
2018.0,42647.0,,,nj,0
2017.0,30768.0,,automatic,nj,0
2018.0,36387.0,excellent,automatic,nj,17895
2019.0,25067.0,good,other,nj,25990
2017.0,45701.0,,automatic,nj,14500
2009.0,178000.0,like new,automatic,nj,3995
2009.0,201000.0,,automatic,nj,3975
2013.0,95000.0,,automatic,nj,8999
2013.0,122325.0,,manual,nj,10900
2007.0,111.0,good,automatic,nj,4800
2018.0,40831.0,good,other,nj,35990
2016.0,71440.0,good,automatic,nj,14400
2011.0,159000.0,,automatic,nj,4900
2014.0,61000.0,excellent,automatic,nj,10950
2006.0,150000.0,excellent,automatic,nj,4000
2006.0,199289.0,good,manual,nj,3990
2009.0,92214.0,,manual,nj,6300
2016.0,45000.0,like new,automatic,nj,10700
2017.0,35151.0,,automatic,nj,16744
2008.0,99000.0,excellent,automatic,nj,4499
2012.0,92000.0,like new,automatic,nj,6700
2003.0,164224.0,excellent,automatic,nj,2988
